timeStamp,totalThroughput,totalDownloadTime,listQuality,visibleFaces,percentageVisibleFaces,yaw,pitch
2025-04-03 11:14:37,462480,3.3333333333333335,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],],],0.0000,0.0000
2025-04-03 11:14:38,462480,3.3333333333333335,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],],],0.0000,0.0000
2025-04-03 11:14:39,902376,4,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_21_points],[0.72;1;0.08;0.2;0.4;0.84;0.08;0.96;0.2;0.16;0.04],-1.0567,1.1440
2025-04-03 11:14:40,439896,4.666666666666667,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points],[0.6;1;0.08;0.2;0.32;0.88;0.16;0.96;0.28;0.16],-0.9498,1.1905
2025-04-03 11:14:41,439896,4.666666666666667,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.56;1;0.08;0.2;0.32;0.88;0.16;1;0.32;0.2;0.04],-0.9291,1.1899
2025-04-03 11:14:42,439896,4.666666666666667,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.56;1;0.08;0.2;0.28;0.88;0.16;1;0.32;0.2;0.04],-0.8963,1.2084
2025-04-03 11:14:43,439896,4.666666666666667,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.44;1;0.04;0.2;0.24;0.88;0.24;1;0.44;0.2;0.04],-0.8272,1.1963
2025-04-03 11:14:44,11690069,4.083333333333333,[1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;1;0;1;1;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.48;0.04;0.6;0.08;0.6;0.6;1;1;0.2;0.2],-0.0470,1.1397
2025-04-03 11:14:45,11719275,4.054054054054054,[1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;1;0;1;1;0;0],[ent_video_0_points;ent_video_1_points;ent_video_2_points;ent_video_3_points;ent_video_9_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[1;0.24;0.28;0.04;0.08;0.28;0.8;0.64;1;0.08;0.28],0.5993,0.9799
2025-04-03 11:14:46,11719275,4.054054054054054,[1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;1;0;1;1;0;0],[ent_video_1_points;ent_video_3_points;ent_video_4_points;ent_video_6_points;ent_video_8_points;ent_video_9_points;ent_video_20_points;ent_video_21_points;ent_video_22_points;ent_video_23_points],[0.4;0.04;0.68;0.08;0.68;0.6;1;1;0.2;0.2],-3.0000,1.0790
2025-04-03 11:14:47,29205,3,[1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;1;0;1;1;0;0],[ent_video_0_points;ent_video_4_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.04;0.08;0.88;0.24;0.72;0.36;1;0.76;0.32;0.12],-0.4404,0.9230
2025-04-03 11:14:48,29205,3,[1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;1;0;1;1;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.52;1;0.08;0.24;0.24;0.8;0.12;1;0.32;0.24;0.04],-0.9344,1.0398
2025-04-03 11:14:49,6593771,2.15,[1;1;0;1;0;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.52;1;0.08;0.2;0.24;0.84;0.12;1;0.32;0.2;0.04],-0.8637,1.0888
