timeStamp,totalThroughput,totalDownloadTime,listQuality,visibleFaces,percentageVisibleFaces,yaw,pitch
2025-04-08 00:35:48,503923,34.3125,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],],],0.0000,0.0000
2025-04-08 00:35:49,754085,24.507246376811594,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],],],0.0000,0.0000
2025-04-08 00:35:50,787109,23.569444444444443,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_12_points;ent_video_13_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.68;0.56;0.56;0.52;0.4;0.44;0.4;0.4;1;1;1;1],0.0347,0.0732
2025-04-08 00:35:51,625632,4.354166666666667,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_12_points;ent_video_13_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.72;0.64;0.56;0.52;0.4;0.44;0.4;0.4;1;1;1;1],0.0444,0.0624
2025-04-08 00:35:52,375469,6.111111111111111,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_12_points;ent_video_13_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.56;0.56;0.56;0.56;0.4;0.4;0.4;0.4;1;1;1;1],0.0242,-0.0491
2025-04-08 00:35:53,7041837,6.746268656716418,[1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_12_points;ent_video_13_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.52;0.52;0.72;0.72;0.44;0.4;0.44;0.4;1;1;1;1],-0.0922,-0.0105
2025-04-08 00:35:54,6699392,6.813953488372093,[1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_12_points;ent_video_13_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.16;0.16;0.12;0.92;0.12;0.92;0.56;0.24;0.56;0.24;1;0.96;1;0.96],-0.3729,-0.0064
2025-04-08 00:35:55,10068883,4.9855072463768115,[1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_12_points;ent_video_13_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.96;0.28;0.96;0.56;0.12;0.64;0.16;1;0.72;1;0.76],-0.5459,-0.0395
2025-04-08 00:35:56,3369491,1.9615384615384615,[1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_12_points;ent_video_14_points;ent_video_16_points;ent_video_18_points;ent_video_21_points;ent_video_23_points],[1;1;1;1;0.48;0.6;0.4;0.24;0.76;0.68;0.56;0.44],-1.4402,0.2217
2025-04-08 00:35:57,8714515,2.6666666666666665,[1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_12_points;ent_video_13_points;ent_video_14_points;ent_video_15_points;ent_video_16_points;ent_video_18_points;ent_video_19_points;ent_video_21_points;ent_video_23_points],[0.4;0.48;1;1;1;0.28;0.88;0.08;0.32;0.96;0.24;0.12;0.68],-1.3582,-1.2338
