timeStamp,totalThroughput,totalDownloadTime,listQuality,visibleFaces,percentageVisibleFaces,yaw,pitch,lowQualityRatio,bitrateInView,isReBuffer
2026-02-20 21:52:24,156501,2.8,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.2;0.12;0.48;0.36;0.12;0.92;0.8;0.72;0.6],-0.1210,0.1339,0,4804147.12,false
2026-02-20 21:52:25,2337613,278.85714285714283,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.24;0.12;0.48;0.36;0.12;0.92;0.8;0.72;0.6],-0.1081,0.1366,0,4844158.6,false
2026-02-20 21:52:26,5870411,804.1666666666666,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.24;0.12;0.48;0.36;0.16;0.96;0.8;0.68;0.6],-0.1113,0.1663,0,4836359.4,false
2026-02-20 21:52:27,11693452,1029,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.24;0.12;0.48;0.36;0.16;0.96;0.8;0.72;0.6],-0.1106,0.1538,0,4892817.32,true
2026-02-20 21:52:28,11814814,1397.75,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.24;0.12;0.48;0.36;0.16;0.96;0.8;0.72;0.6],-0.1106,0.1538,0,4892817.32,true
2026-02-20 21:52:29,14334719,1351.4545454545455,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.24;0.12;0.48;0.36;0.16;0.96;0.8;0.72;0.6],-0.1106,0.1538,0,4892817.32,true
2026-02-20 21:52:30,12355954,1487.5714285714287,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.24;0.12;0.48;0.36;0.16;0.96;0.8;0.72;0.6],-0.1106,0.1538,0,4892817.32,true
2026-02-20 21:52:31,10313294,2178,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.24;0.12;0.48;0.36;0.16;0.96;0.8;0.72;0.6],-0.1106,0.1538,0,4892817.32,true
2026-02-20 21:52:32,6818933,NaN,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.24;0.12;0.48;0.36;0.12;0.92;0.8;0.72;0.6],-0.1139,0.1336,0,4844158.6,false
2026-02-20 21:52:33,2818493,NaN,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.2;0.12;0.48;0.36;0.08;0.88;0.8;0.76;0.6],-0.1170,0.1174,0,4811946.32,false
2026-02-20 21:52:34,329163,6.75,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.16;0.12;0.48;0.36;0.08;0.88;0.8;0.8;0.64],-0.1286,0.0944,0,4895573.4,false
2026-02-20 21:52:35,1164131,87.4,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.16;0.12;0.48;0.36;0.04;0.84;0.8;0.8;0.68],-0.1395,0.0638,0,4914095.32,false
2026-02-20 21:52:36,4526675,392.3076923076923,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.12;0.12;0.48;0.4;0.04;0.84;0.76;0.8;0.68],-0.1670,0.0396,0,4891230.92,false
2026-02-20 21:52:37,16755081,1098.9333333333334,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.12;0.12;0.48;0.4;0.04;0.84;0.76;0.8;0.68],-0.1505,0.0606,0,4891230.92,true
2026-02-20 21:52:38,14557879,1328,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.12;0.12;0.48;0.4;0.04;0.84;0.76;0.8;0.68],-0.1505,0.0606,0,4891230.92,true
2026-02-20 21:52:39,9960639,1369.6666666666667,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.16;0.12;0.48;0.4;0.04;0.84;0.8;0.8;0.64],-0.1492,0.0660,0,4901744.4,false
2026-02-20 21:52:40,3347032,NaN,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.16;0.12;0.48;0.36;0.08;0.88;0.8;0.8;0.64],-0.1473,0.0806,0,4895573.4,false
2026-02-20 21:52:41,410974,NaN,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.12;0.12;0.48;0.4;0.04;0.84;0.72;0.8;0.68],-0.1716,0.0357,0,4853548.28,false
2026-02-20 21:52:42,336392,7.777777777777778,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.12;0.12;0.44;0.44;0.8;0.72;0.8;0.68],-0.1790,0.0218,0,4824132.32,false
2026-02-20 21:52:43,2032016,138.54545454545453,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.36;0.2;0.4;0.2;0.2;0.2;1;1;0.6;0.6],-0.0354,0.2700,0,5001079.72,false
2026-02-20 21:52:44,14729117,988.5263157894736,[2;0;2;0;0;2;0;2;0;0;2;2;2;2;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.36;0.2;0.36;0.2;0.2;0.2;1;1;0.6;0.6],-0.0114,0.2687,0,4965492.76,true
