timeStamp,totalThroughput,totalDownloadTime,listQuality,visibleFaces,percentageVisibleFaces,yaw,pitch,lowQualityRatio,bitrateInView,isReBuffer
2026-02-20 21:53:53,862507,26.166666666666668,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],],],0.0000,0.0000,NaN,0,false
2026-02-20 21:53:54,862507,26.166666666666668,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],],],0.0000,0.0000,NaN,0,false
2026-02-20 21:53:55,1730219,22.9375,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.48;0.28;0.32;0.16;0.2;0.2;1;1;0.6;0.6],0.0949,0.2906,1,106542.40000000001,false
2026-02-20 21:53:56,867712,19.708333333333332,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.36;0.24;0.36;0.2;0.2;0.2;1;1;0.6;0.6],0.0200,0.2322,1,104439.08,false
2026-02-20 21:53:57,867712,19.708333333333332,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.36;0.24;0.36;0.2;0.2;0.2;1;1;0.6;0.6],0.0048,0.2184,1,104439.08,false
2026-02-20 21:53:58,867712,19.708333333333332,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.36;0.24;0.36;0.24;0.2;0.2;1;1;0.6;0.6],-0.0047,0.2003,1,105347.59999999999,false
2026-02-20 21:53:59,867712,19.708333333333332,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.2;0.4;0.28;0.12;0.92;0.8;0.64;0.6],-0.0562,0.1548,1,95299.43999999999,false
2026-02-20 21:54:00,867712,19.708333333333332,[2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.24;0.28;0.24;0.8;0.8;0.6;0.6],-0.0194,0.1381,0,4399853.8,false
2026-02-20 21:54:01,1431472,1203,[2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.24;0.4;0.28;0.8;0.8;0.8;0.64],-0.0649,0.1030,0,4910914.640000001,false
2026-02-20 21:54:02,7142163,1568,[1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.24;0.44;0.36;0.8;0.8;0.8;0.68],-0.0840,0.0728,0,4262284.5600000005,false
2026-02-20 21:54:03,16351319,1342,[1;2;1;0;0;1;0;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.24;0.4;0.28;0.8;0.8;0.8;0.68],-0.0732,0.0849,0,4147680.4000000004,true
2026-02-20 21:54:04,13972494,1241.4,[1;2;1;0;0;1;0;1;0;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.24;0.4;0.28;0.8;0.8;0.8;0.68],-0.0732,0.0849,0,3821753.4000000004,true
2026-02-20 21:54:05,13800803,1420,[1;2;1;0;0;1;0;1;0;0;1;1;1;2;1;2;2;1;2;2;2;2;2;2],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.24;0.4;0.28;0.8;0.8;0.8;0.68],-0.0732,0.0849,0,3196606.2,true
2026-02-20 21:54:06,15512801,1650.5,[1;2;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;2;2;2;2;2],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.24;0.4;0.28;0.8;0.8;0.8;0.68],-0.0732,0.0849,0,1767607,true
2026-02-20 21:54:07,14608782,583.0833333333334,[1;2;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;2;1;1;2;2],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.24;0.4;0.28;0.8;0.8;0.8;0.68],-0.0732,0.0849,0,1767607,true
2026-02-20 21:54:08,20077185,455.03846153846155,[1;2;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.24;0.4;0.28;0.8;0.8;0.8;0.68],-0.0732,0.0849,0,838987.44,true
2026-02-20 21:54:09,13708990,237.2173913043478,[1;2;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.24;0.4;0.28;0.8;0.8;0.8;0.64],-0.0661,0.0956,0,826431.48,false
2026-02-20 21:54:10,6562233,254.5,[1;2;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.44;0.16;0.44;0.16;0.4;0.4;1;1;0.4;0.4],0.0055,0.4772,0,744871.96,false
2026-02-20 21:54:11,485751,2.625,[2;2;1;0;0;2;0;2;0;2;2;1;0;1;1;1;1;2;1;1;0;1;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.48;0.16;0.44;0.16;0.4;0.4;1;1;0.4;0.4],0.0105,0.5868,0,2624506.0800000005,false
2026-02-20 21:54:12,1623867,82.83333333333333,[2;2;2;0;0;2;0;2;0;0;2;2;0;0;0;0;2;2;1;1;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.44;0.16;0.44;0.16;0.4;0.4;1;1;0.4;0.4],0.0098,0.5187,0,3568815.9200000004,false
2026-02-20 21:54:13,11327355,389.8235294117647,[1;2;2;0;0;1;0;2;0;0;1;1;0;0;0;0;2;1;1;1;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.36;0.2;0.36;0.2;0.2;0.2;1;1;0.6;0.6],-0.0049,0.3829,0,1928851.4,false
2026-02-20 21:54:14,14958629,377.0769230769231,[1;2;2;0;0;1;0;1;0;0;1;1;0;0;0;0;1;1;1;1;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.36;0.2;0.36;0.2;0.2;0.2;1;1;0.6;0.6],0.0050,0.3673,0,1066867.4,true
2026-02-20 21:54:15,10993974,359.54545454545456,[1;2;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;1;1;1;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.36;0.2;0.36;0.2;0.2;0.2;1;1;0.6;0.6],0.0050,0.3673,0,825675.0000000001,false
2026-02-20 21:54:16,3957730,189.33333333333334,[1;2;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;1;1;1;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.4;0.2;0.36;0.2;0.2;0.2;1;1;0.6;0.6],0.0263,0.3818,0,832177.68,false
2026-02-20 21:54:17,1189435,244,[1;2;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;1;1;1;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.2;0.04;0.6;0.28;0.4;0.24;1;1;0.52;0.36],-0.2031,0.5007,0,728236.16,false
2026-02-20 21:54:18,889723,41,[2;2;1;0;2;0;1;0;1;1;0;1;0;0;0;0;1;0;1;1;1;1;1;0],[ent_video_0_points;ent_video_4_points;ent_video_5_points;ent_video_8_points;ent_video_9_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points],[0.12;0.36;0.56;0.6;0.12;1;0.84;0.52;0.48],-0.5851,2.1744,0.44347826086956527,753211.2000000002,false
2026-02-20 21:54:19,3007067,145.59259259259258,[2;2;0;0;2;0;0;0;1;1;0;2;0;0;0;0;2;0;0;0;0;1;0;0],[ent_video_0_points;ent_video_1_points;ent_video_4_points;ent_video_5_points;ent_video_8_points;ent_video_9_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_21_points],[0.4;0.12;0.32;0.2;0.84;0.52;0.8;1;0.04;0.32;0.08],-0.3724,2.9504,0.2844827586206896,1556119.8,false
