timeStamp,totalThroughput,totalDownloadTime,listQuality,visibleFaces,percentageVisibleFaces,yaw,pitch,lowQualityRatio,bitrateInView,isReBuffer
2026-02-20 21:07:45,862507,21.666666666666668,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],],],0.0000,0.0000,NaN,0,false
2026-02-20 21:07:46,862507,21.666666666666668,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],],],0.0000,0.0000,NaN,0,false
2026-02-20 21:07:47,1730219,20.0625,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.28;0.28;0.24;0.8;0.8;0.76;0.8],0.0352,0.0742,1,100320.24,false
2026-02-20 21:07:48,867712,18.458333333333332,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.28;0.28;0.24;0.8;0.8;0.76;0.8],0.0532,0.0594,1,100320.24,false
2026-02-20 21:07:49,867712,18.458333333333332,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.28;0.28;0.28;0.8;0.8;0.8;0.8],0.0099,-0.0669,1,102360.20000000001,false
2026-02-20 21:07:50,867712,18.458333333333332,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.24;0.28;0.36;0.4;0.8;0.76;0.8;0.8],-0.1006,-0.0114,1,104634.20000000001,false
2026-02-20 21:07:51,867712,18.458333333333332,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_12_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.68;0.6;0.16;0.04;0.92;0.4;0.8;0.36],-0.4561,0.0706,1,85297.36,false
2026-02-20 21:07:52,867712,18.458333333333332,[2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_10_points;ent_video_12_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.08;0.72;0.08;0.76;0.04;0.12;0.8;0.32;0.88;0.4],-0.5432,-0.0436,0,4887833.36,false
2026-02-20 21:07:53,1431472,1208,[2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_16_points;ent_video_18_points;ent_video_21_points;ent_video_23_points],[1;1;0.6;0.6;0.2;0.2;0.44;0.2;0.36;0.2],-1.5054,0.3319,0,5338029.4399999995,false
2026-02-20 21:07:54,8994987,1594.8,[0;2;0;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_12_points;ent_video_13_points;ent_video_14_points;ent_video_16_points;ent_video_18_points;ent_video_19_points;ent_video_23_points],[0.16;0.2;0.92;1;0.84;0.04;0.6;0.12;0.84;0.08;0.2],-1.3110,-1.2921,0,6658941.4,false
2026-02-20 21:07:55,15076438,967.5,[0;2;0;0;1;1;2;2;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_12_points;ent_video_13_points;ent_video_14_points;ent_video_16_points;ent_video_18_points;ent_video_19_points;ent_video_23_points],[0.12;0.2;0.88;1;0.84;0.08;0.52;0.12;0.88;0.12;0.2],-1.2151,-1.2538,0,6655371.2,true
2026-02-20 21:07:56,14144306,1240.6,[0;2;0;0;1;1;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_12_points;ent_video_13_points;ent_video_14_points;ent_video_16_points;ent_video_18_points;ent_video_19_points;ent_video_23_points],[0.12;0.2;0.88;1;0.84;0.08;0.52;0.12;0.88;0.12;0.2],-1.2151,-1.2538,0,4335218.92,true
2026-02-20 21:07:57,11210617,1316.6666666666667,[0;2;0;0;1;1;1;1;0;0;0;0;1;2;2;2;1;2;2;2;2;2;2;2],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_12_points;ent_video_13_points;ent_video_14_points;ent_video_16_points;ent_video_18_points;ent_video_19_points;ent_video_23_points],[0.12;0.2;0.88;1;0.84;0.08;0.52;0.12;0.88;0.12;0.2],-1.2151,-1.2538,0,3224020.96,true
2026-02-20 21:07:58,13405959,1212,[0;2;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;1;2;2;2;2;2;2],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_12_points;ent_video_13_points;ent_video_14_points;ent_video_16_points;ent_video_18_points;ent_video_19_points;ent_video_23_points],[0.12;0.2;0.88;1;0.84;0.08;0.52;0.12;0.88;0.12;0.2],-1.2151,-1.2538,0,2501846.8400000003,true
2026-02-20 21:07:59,13289552,504,[0;2;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;2;1;1;2;2],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_12_points;ent_video_13_points;ent_video_14_points;ent_video_16_points;ent_video_18_points;ent_video_19_points;ent_video_23_points],[0.12;0.2;0.88;1;0.84;0.08;0.52;0.12;0.88;0.12;0.2],-1.2151,-1.2538,0,1483625.24,true
2026-02-20 21:08:00,20380287,480.81481481481484,[0;2;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_12_points;ent_video_13_points;ent_video_14_points;ent_video_16_points;ent_video_18_points;ent_video_19_points;ent_video_23_points],[0.12;0.2;0.88;1;0.84;0.08;0.52;0.12;0.88;0.12;0.2],-1.2151,-1.2538,0,1097483,true
2026-02-20 21:08:01,14083063,255.33333333333334,[0;2;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_12_points;ent_video_13_points;ent_video_14_points;ent_video_16_points;ent_video_18_points;ent_video_19_points],[0.08;0.2;0.6;1;0.88;0.2;0.36;0.16;0.96;0.28],-0.9294,-1.3342,0,1032013.6399999999,false
2026-02-20 21:08:02,6829009,255.75,[0;2;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1],[ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_12_points;ent_video_13_points;ent_video_14_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.24;0.16;0.96;0.72;0.24;0.04;0.32;0.12;1;0.72],-0.5024,-0.9107,0,982633.2,false
2026-02-20 21:08:03,647658,3,[2;2;0;0;0;1;1;1;0;0;2;0;0;1;0;1;1;1;0;1;1;1;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.12;0.2;0.36;0.44;0.8;0.68;0.8;0.8],-0.1139,-0.0515,0.23809523809523808,726248.8,false
2026-02-20 21:08:04,2508109,31.36111111111111,[2;2;0;0;0;0;0;0;0;2;0;2;0;0;0;0;1;1;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_13_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.4;0.48;0.12;0.12;0.04;0.64;0.8;0.76;0.84],0.1669,-0.0612,0.5619047619047619,659673.04,false
2026-02-20 21:08:05,8369907,144.41860465116278,[2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.28;0.28;0.28;0.8;0.8;0.8;0.8],0.0041,0.0299,0.5648148148148149,557411.68,false
2026-02-20 21:08:06,9315931,145.53571428571428,[2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.28;0.28;0.28;0.8;0.8;0.8;0.8],-0.0211,0.0135,0.5648148148148149,557411.68,false
2026-02-20 21:08:07,3733713,565.25,[2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.28;0.28;0.28;0.8;0.8;0.8;0.8],-0.0324,-0.0280,0.5648148148148149,557411.68,false
2026-02-20 21:08:08,1086502,NaN,[2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.28;0.28;0.28;0.8;0.8;0.8;0.8],-0.0225,-0.0522,0.5648148148148149,557411.68,false
2026-02-20 21:08:09,621861,24.454545454545453,[0;0;0;0;2;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0],[ent_video_0_points;ent_video_1_points;ent_video_2_points;ent_video_3_points;ent_video_13_points;ent_video_15_points;ent_video_17_points;ent_video_19_points],[0.56;0.28;1;0.72;0.4;0.08;0.4;0.76],1.1957,-0.4317,0.9809523809523809,117009.32,false
2026-02-20 21:08:10,5368667,174.19444444444446,[0;0;0;0;2;2;2;2;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;1],[ent_video_0_points;ent_video_1_points;ent_video_2_points;ent_video_3_points;ent_video_13_points;ent_video_15_points;ent_video_17_points;ent_video_19_points;ent_video_22_points],[0.2;0.16;1;0.96;0.72;0.6;0.12;0.72;0.36],1.3909,-1.1446,0.8016528925619834,268704.48,false
2026-02-20 21:08:11,9800853,240.4047619047619,[0;0;0;0;0;0;2;2;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;1],[ent_video_2_points;ent_video_3_points;ent_video_12_points;ent_video_13_points;ent_video_14_points;ent_video_15_points;ent_video_18_points;ent_video_19_points;ent_video_22_points],[0.6;0.52;0.48;1;0.04;0.76;0.4;0.68;0.12],1.0032,-1.9803,0.6086956521739131,403516.2,false
