timeStamp,totalThroughput,totalDownloadTime,listQuality,visibleFaces,percentageVisibleFaces,yaw,pitch,lowQualityRatio,bitrateInView,isReBuffer
2026-02-20 21:49:47,862507,19.916666666666668,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],],],0.0000,0.0000,NaN,0,false
2026-02-20 21:49:48,862507,19.916666666666668,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],],],0.0000,0.0000,NaN,0,false
2026-02-20 21:49:49,1730219,12.125,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.48;0.28;0.32;0.16;0.2;0.2;1;1;0.6;0.6],0.0955,0.2916,1,106542.40000000001,false
2026-02-20 21:49:50,867712,4.333333333333333,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.36;0.24;0.36;0.2;0.2;0.2;1;1;0.6;0.6],0.0256,0.2383,1,104439.08,false
2026-02-20 21:49:51,867712,4.333333333333333,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.36;0.24;0.36;0.2;0.2;0.2;1;1;0.6;0.6],0.0062,0.2199,1,104439.08,false
2026-02-20 21:49:52,867712,4.333333333333333,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.36;0.24;0.36;0.24;0.2;0.2;1;1;0.6;0.6],-0.0009,0.2055,1,105347.59999999999,false
2026-02-20 21:49:53,867712,4.333333333333333,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.2;0.4;0.28;0.12;0.92;0.8;0.64;0.6],-0.0554,0.1546,1,95299.43999999999,false
2026-02-20 21:49:54,514757,9.666666666666666,[2;0;2;0;0;2;0;2;0;0;0;2;0;0;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.24;0.28;0.24;0.8;0.8;0.6;0.6],-0.0134,0.1430,0,4399853.8,false
2026-02-20 21:49:55,2619269,112.6470588235294,[2;0;2;0;0;2;0;2;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.24;0.36;0.28;0.8;0.8;0.8;0.64],-0.0612,0.1061,0,4875327.680000001,false
2026-02-20 21:49:56,9988504,408.6363636363636,[2;0;2;0;0;2;0;2;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.28;0.24;0.44;0.36;0.8;0.8;0.8;0.68],-0.0887,0.0715,0,5123341.680000001,false
