totalThroughput,totalDownloadTime,timeStamp,cpuUsage,timeStamp,avgRotationAngle,video,user,energy
3363260.0,142.1875,2025-04-06 16:40:55,39.8,35,0.2574338370502007,9,1,428.0
737264.0,79.0,2025-04-06 16:40:56,76.1,36,0.08345989189870805,9,1,428.0
731312.0,80.0,2025-04-06 16:40:57,57.3,37,0.03506516141510197,9,1,428.0
3919435.0,105.13636363636364,2025-04-06 16:40:58,42.5,38,0.014080400627509178,9,1,428.0
3948700.0,123.95,2025-04-06 16:40:59,43.3,39,0.013851076958031698,9,1,428.0
3602984.0,102.94117647058825,2025-04-06 16:41:00,78.2,40,0.011920004743735687,9,1,428.0
345437.0,80.0,2025-04-06 16:41:01,45.8,41,0.01193031164346661,9,1,428.0
648437.0,42.25,2025-04-06 16:41:02,39.1,42,0.012598099764504718,9,1,428.0
1409656.0,30.91304347826087,2025-04-06 16:41:03,35.9,43,0.013083247142869674,9,1,428.0
1303485.0,27.956521739130437,2025-04-06 16:41:04,34.1,44,0.012073345299089112,9,1,428.0
740192.0,20.2,2025-04-06 16:41:05,40.0,45,0.012643308712388257,9,1,428.0
30061.0,6.5,2025-04-06 16:41:06,34.0,46,0.010313204221619262,9,1,428.0
90096.0,2.875,2025-04-06 16:41:07,34.0,47,0.012375880486685531,9,1,428.0
195949.0,2.7058823529411766,2025-04-06 16:41:08,34.6,48,0.009089064611795412,9,1,428.0
263221.0,3.9130434782608696,2025-04-06 16:41:09,30.9,49,0.010329523649666321,9,1,428.0
183523.0,4.375,2025-04-06 16:41:10,29.3,50,0.010004329685607664,9,1,428.0
85781.0,6.375,2025-04-06 16:41:11,32.3,51,0.009431982782053405,9,1,428.0
53507.0,4.625,2025-04-06 16:41:12,38.2,52,0.013416821805171699,9,1,428.0
53507.0,4.625,2025-04-06 16:41:12,38.2,53,0.011232362909501102,9,1,428.0
110341.0,4.0,2025-04-06 16:41:12,38.2,52,0.013416821805171699,9,1,428.0
110341.0,4.0,2025-04-06 16:41:12,38.2,53,0.011232362909501102,9,1,428.0
118573.0,3.869565217391304,2025-04-06 16:41:14,32.8,54,0.012047395148117193,9,1,428.0
73179.0,3.5,2025-04-06 16:41:15,39.7,55,0.009208525718865558,9,1,428.0
16344.0,3.4,2025-04-06 16:41:16,32.1,56,0.011783507110095825,9,1,428.0
16344.0,3.4,2025-04-06 16:41:17,40.8,57,0.026875763990790107,9,1,428.0
