input_file,n,si,ti
video_1.mp4,1,30.377,
video_1.mp4,2,30.298,3.72
video_1.mp4,3,30.24,4.582
video_1.mp4,4,30.313,3.347
video_1.mp4,5,30.218,3.654
video_1.mp4,6,30.194,3.508
video_1.mp4,7,30.442,4.701
video_1.mp4,8,30.158,4.845
video_1.mp4,9,30.212,4.125
video_1.mp4,10,30.115,4.12
video_1.mp4,11,30.042,4.744
video_1.mp4,12,30.01,3.88
video_1.mp4,13,29.981,3.917
video_1.mp4,14,29.912,3.389
video_1.mp4,15,29.855,4.317
video_1.mp4,16,29.922,3.598
video_1.mp4,17,29.859,3.826
video_1.mp4,18,29.718,3.515
video_1.mp4,19,29.807,4.174
video_1.mp4,20,29.922,3.23
video_1.mp4,21,29.828,3.331
video_1.mp4,22,29.971,3.482
video_1.mp4,23,30.166,4.676
video_1.mp4,24,30.065,3.601
video_1.mp4,25,30.068,3.451
video_1.mp4,26,30.148,3.426
video_1.mp4,27,30.081,4.103
video_1.mp4,28,30.174,3.345
video_1.mp4,29,30.327,3.703
video_1.mp4,30,30.793,3.751
video_1.mp4,31,30.631,3.368
video_1.mp4,32,30.791,4.257
video_1.mp4,33,31.014,3.545
video_1.mp4,34,30.878,3.149
video_1.mp4,35,31.064,3.315
video_1.mp4,36,31.172,4.462
video_1.mp4,37,31.169,3.519
video_1.mp4,38,31.184,3.575
video_1.mp4,39,31.157,3.564
video_1.mp4,40,31.139,4.654
video_1.mp4,41,31.07,3.428
video_1.mp4,42,31.072,3.383
video_1.mp4,43,31.151,3.532
video_1.mp4,44,31.049,4.409
video_1.mp4,45,31.026,3.434
video_1.mp4,46,31.148,3.435
video_1.mp4,47,31.009,3.429
video_1.mp4,48,31.049,4.662
video_1.mp4,49,31.176,3.568
video_1.mp4,50,31.179,3.755
video_1.mp4,51,31.404,3.885
video_1.mp4,52,31.357,5.007
video_1.mp4,53,31.269,3.614
video_1.mp4,54,31.189,3.883
video_1.mp4,55,31.085,3.759
video_1.mp4,56,31.213,3.618
video_1.mp4,57,31.177,4.975
video_1.mp4,58,31.163,3.709
video_1.mp4,59,31.223,3.655
video_1.mp4,60,31.12,3.9
video_1.mp4,61,31.258,6.603
video_1.mp4,62,31.349,5.18
video_1.mp4,63,31.23,4.935
video_1.mp4,64,31.182,4.573
video_1.mp4,65,31.249,4.844
video_1.mp4,66,31.134,3.56
video_1.mp4,67,31.194,3.628
video_1.mp4,68,31.092,3.752
video_1.mp4,69,31.061,4.878
video_1.mp4,70,31.114,3.464
video_1.mp4,71,31.119,3.475
video_1.mp4,72,31.262,3.388
video_1.mp4,73,31.196,4.664
video_1.mp4,74,31.11,3.385
video_1.mp4,75,31.182,3.211
video_1.mp4,76,30.96,3.133
video_1.mp4,77,31.024,4.282
video_1.mp4,78,31.219,3.256
video_1.mp4,79,31.029,3.366
video_1.mp4,80,31.063,3.34
video_1.mp4,81,31.152,4.603
video_1.mp4,82,31.014,3.473
video_1.mp4,83,31.068,3.491
video_1.mp4,84,31.081,3.464
video_1.mp4,85,31.244,3.429
video_1.mp4,86,31.262,4.503
video_1.mp4,87,31.257,3.425
video_1.mp4,88,31.37,3.475
video_1.mp4,89,31.317,3.466
video_1.mp4,90,31.326,4.839
video_1.mp4,91,31.52,3.814
video_1.mp4,92,31.44,3.785
video_1.mp4,93,31.35,4.116
video_1.mp4,94,31.299,5.581
video_1.mp4,95,31.169,4.223
video_1.mp4,96,31.212,3.813
video_1.mp4,97,31.212,3.89
video_1.mp4,98,31.238,4.836
video_1.mp4,99,31.262,3.329
video_1.mp4,100,31.213,3.654
video_1.mp4,101,31.439,3.369
video_1.mp4,102,31.307,4.395
video_1.mp4,103,31.212,3.494
video_1.mp4,104,31.322,3.228
video_1.mp4,105,31.231,3.094
video_1.mp4,106,31.315,4.812
video_1.mp4,107,31.2,3.283
video_1.mp4,108,31.2,3.4
video_1.mp4,109,31.116,3.335
video_1.mp4,110,31.308,4.613
video_1.mp4,111,31.208,3.211
video_1.mp4,112,31.27,3.397
video_1.mp4,113,31.192,3.715
video_1.mp4,114,31.318,3.466
video_1.mp4,115,30.844,4.643
video_1.mp4,116,30.744,3.469
video_1.mp4,117,30.917,3.324
video_1.mp4,118,30.767,3.33
video_1.mp4,119,30.719,4.628
video_1.mp4,120,30.737,3.371
video_1.mp4,121,30.662,3.393
video_1.mp4,122,30.788,3.402
video_1.mp4,123,30.774,4.987
video_1.mp4,124,30.461,3.355
video_1.mp4,125,30.475,3.264
video_1.mp4,126,30.353,3.327
video_1.mp4,127,30.357,4.224
video_1.mp4,128,30.464,3.019
video_1.mp4,129,30.454,3.339
video_1.mp4,130,30.527,3.153
video_1.mp4,131,30.44,4.763
video_1.mp4,132,30.265,3.45
video_1.mp4,133,30.372,3.249
video_1.mp4,134,30.321,3.049
video_1.mp4,135,30.368,4.51
video_1.mp4,136,30.562,3.538
video_1.mp4,137,30.401,3.245
video_1.mp4,138,30.448,3.435
video_1.mp4,139,30.433,3.345
video_1.mp4,140,30.405,4.934
video_1.mp4,141,30.482,3.611
video_1.mp4,142,30.439,3.637
video_1.mp4,143,30.601,3.805
video_1.mp4,144,30.503,4.987
video_1.mp4,145,30.377,3.589
video_1.mp4,146,30.408,3.81
video_1.mp4,147,30.265,3.597
video_1.mp4,148,30.247,4.999
video_1.mp4,149,30.365,3.665
video_1.mp4,150,30.302,3.477
video_1.mp4,151,30.426,3.384
video_1.mp4,152,30.439,4.903
video_1.mp4,153,30.31,3.353
video_1.mp4,154,30.358,3.326
video_1.mp4,155,30.265,3.249
video_1.mp4,156,30.224,4.833
video_1.mp4,157,30.297,3.224
video_1.mp4,158,30.241,3.227
video_1.mp4,159,30.228,3.576
video_1.mp4,160,30.187,4.881
video_1.mp4,161,30.111,3.291
video_1.mp4,162,30.233,3.599
video_1.mp4,163,30.134,3.489
