input_file,n,si,ti
video_7.mp4,1,31.315,
video_7.mp4,2,31.291,2.677
video_7.mp4,3,31.325,2.12
video_7.mp4,4,31.308,1.676
video_7.mp4,5,31.349,1.367
video_7.mp4,6,31.344,1.196
video_7.mp4,7,31.377,1.196
video_7.mp4,8,31.391,1.169
video_7.mp4,9,31.417,0.903
video_7.mp4,10,31.391,0.865
video_7.mp4,11,31.386,0.87
video_7.mp4,12,31.332,0.975
video_7.mp4,13,31.321,1.154
video_7.mp4,14,31.299,1.63
video_7.mp4,15,31.339,2.193
video_7.mp4,16,31.316,2.241
video_7.mp4,17,31.382,1.898
video_7.mp4,18,31.389,1.456
video_7.mp4,19,31.414,1.333
video_7.mp4,20,31.4,1.245
video_7.mp4,21,31.402,1.132
video_7.mp4,22,31.31,2.013
video_7.mp4,23,31.287,2.937
video_7.mp4,24,31.223,3.501
video_7.mp4,25,31.237,3.707
video_7.mp4,26,31.104,3.828
video_7.mp4,27,31.103,4.207
video_7.mp4,28,31.068,4.308
video_7.mp4,29,31.196,4.174
video_7.mp4,30,31.29,3.882
video_7.mp4,31,31.457,3.498
video_7.mp4,32,31.502,2.724
video_7.mp4,33,31.512,1.955
video_7.mp4,34,31.447,1.467
video_7.mp4,35,31.51,1.411
video_7.mp4,36,31.531,1.159
video_7.mp4,37,31.553,0.902
video_7.mp4,38,31.541,0.816
video_7.mp4,39,31.575,1.113
video_7.mp4,40,31.554,1.874
video_7.mp4,41,31.549,2.513
video_7.mp4,42,31.43,3.066
video_7.mp4,43,31.348,3.653
video_7.mp4,44,31.245,3.937
video_7.mp4,45,31.272,3.82
video_7.mp4,46,31.305,3.539
video_7.mp4,47,31.48,3.248
video_7.mp4,48,31.56,2.636
video_7.mp4,49,31.586,2.028
video_7.mp4,50,31.572,1.593
video_7.mp4,51,31.572,1.164
video_7.mp4,52,31.572,1.029
video_7.mp4,53,31.581,1.071
video_7.mp4,54,31.566,1.001
video_7.mp4,55,31.568,0.938
video_7.mp4,56,31.512,0.891
video_7.mp4,57,31.516,0.664
video_7.mp4,58,31.529,0.486
video_7.mp4,59,31.526,0.68
video_7.mp4,60,31.523,0.785
video_7.mp4,61,31.584,0.765
video_7.mp4,62,31.574,0.814
video_7.mp4,63,31.546,1.045
video_7.mp4,64,31.395,2.217
video_7.mp4,65,31.385,2.709
video_7.mp4,66,31.398,2.552
video_7.mp4,67,31.393,1.93
video_7.mp4,68,31.382,2.868
video_7.mp4,69,31.373,3.391
video_7.mp4,70,31.424,3.409
