input_file,n,si,ti
video_6.mp4,1,33.615,
video_6.mp4,2,32.08,7.703
video_6.mp4,3,32.589,7.396
video_6.mp4,4,30.721,7.172
video_6.mp4,5,31.188,7.048
video_6.mp4,6,31.83,7.045
video_6.mp4,7,30.366,8.486
video_6.mp4,8,30.859,6.969
video_6.mp4,9,29.909,7.032
video_6.mp4,10,29.638,6.928
video_6.mp4,11,31.152,9.104
video_6.mp4,12,29.573,7.17
video_6.mp4,13,30.662,7.179
video_6.mp4,14,29.596,7.268
video_6.mp4,15,30.43,9.202
video_6.mp4,16,30.786,6.9
video_6.mp4,17,30.064,6.683
video_6.mp4,18,29.75,6.34
video_6.mp4,19,30.938,7.8
video_6.mp4,20,30.06,5.842
video_6.mp4,21,30.305,5.825
video_6.mp4,22,30.881,5.919
video_6.mp4,23,29.87,9.058
video_6.mp4,24,30.125,6.235
video_6.mp4,25,28.862,5.884
video_6.mp4,26,29.813,5.852
video_6.mp4,27,30.338,7.868
video_6.mp4,28,29.444,6.513
video_6.mp4,29,29.771,6.624
video_6.mp4,30,28.973,7.176
video_6.mp4,31,29.488,7.127
video_6.mp4,32,29.916,9.351
video_6.mp4,33,30.342,6.707
video_6.mp4,34,29.641,6.748
video_6.mp4,35,29.537,6.699
video_6.mp4,36,30.353,9.026
video_6.mp4,37,29.178,6.852
video_6.mp4,38,29.754,6.736
video_6.mp4,39,29.219,6.833
video_6.mp4,40,28.557,8.055
video_6.mp4,41,29.195,6.403
video_6.mp4,42,29.625,6.406
video_6.mp4,43,28.55,6.405
video_6.mp4,44,29.468,8.084
video_6.mp4,45,28.856,6.584
video_6.mp4,46,28.861,6.538
video_6.mp4,47,29.331,6.735
video_6.mp4,48,28.98,9.152
video_6.mp4,49,29.243,6.862
video_6.mp4,50,29.575,6.654
video_6.mp4,51,28.965,6.711
video_6.mp4,52,28.303,8.318
video_6.mp4,53,29.07,6.495
video_6.mp4,54,29.787,6.662
video_6.mp4,55,29.092,6.814
video_6.mp4,56,29.764,6.711
video_6.mp4,57,29.57,8.568
video_6.mp4,58,30.071,6.551
video_6.mp4,59,29.421,6.995
video_6.mp4,60,29.807,7.364
video_6.mp4,61,29.902,9.063
video_6.mp4,62,30.065,7.426
video_6.mp4,63,30.534,7.068
video_6.mp4,64,29.902,7.353
video_6.mp4,65,29.679,9.772
video_6.mp4,66,30.148,7.126
video_6.mp4,67,29.72,7.294
video_6.mp4,68,29.694,7.183
video_6.mp4,69,30.698,9.636
video_6.mp4,70,29.648,7.553
video_6.mp4,71,29.634,7.322
video_6.mp4,72,30.134,7.356
video_6.mp4,73,30.022,9.143
video_6.mp4,74,28.95,7.353
video_6.mp4,75,29.57,7.409
video_6.mp4,76,28.51,7.554
video_6.mp4,77,28.658,9.773
video_6.mp4,78,28.808,7.085
video_6.mp4,79,29.353,7.103
video_6.mp4,80,29.472,7.519
video_6.mp4,81,28.742,7.089
video_6.mp4,82,29.405,9.02
video_6.mp4,83,29.942,7.144
video_6.mp4,84,28.892,7.224
video_6.mp4,85,29.119,7.18
video_6.mp4,86,29.206,9.156
video_6.mp4,87,29.332,7.316
video_6.mp4,88,29.688,7.083
video_6.mp4,89,30.14,6.932
video_6.mp4,90,29.265,9.167
video_6.mp4,91,29.907,6.808
video_6.mp4,92,31.056,8.505
video_6.mp4,93,30.869,8.089
video_6.mp4,94,31.203,10.109
video_6.mp4,95,30.091,7.808
video_6.mp4,96,29.763,7.128
video_6.mp4,97,31.012,7.395
video_6.mp4,98,30.397,10.492
video_6.mp4,99,30.287,8.048
video_6.mp4,100,30.56,8.306
video_6.mp4,101,29.945,8.588
video_6.mp4,102,29.583,8.496
video_6.mp4,103,30.932,10.811
video_6.mp4,104,30.331,8.304
video_6.mp4,105,29.887,7.871
video_6.mp4,106,30.36,7.733
video_6.mp4,107,29.346,9.76
video_6.mp4,108,30.275,7.64
video_6.mp4,109,29.753,7.681
video_6.mp4,110,29.553,7.849
video_6.mp4,111,30.149,9.603
video_6.mp4,112,29.328,7.391
video_6.mp4,113,29.861,7.354
video_6.mp4,114,30.023,7.222
video_6.mp4,115,28.669,9.825
video_6.mp4,116,29.203,7.959
video_6.mp4,117,29.409,8.192
video_6.mp4,118,29.757,8.529
video_6.mp4,119,29.901,10.9
video_6.mp4,120,30.091,7.994
video_6.mp4,121,29.734,8.124
video_6.mp4,122,28.925,8.706
video_6.mp4,123,29.918,10.677
video_6.mp4,124,29.572,8.42
video_6.mp4,125,29.079,8.32
video_6.mp4,126,29.861,8.304
video_6.mp4,127,30.132,8.097
video_6.mp4,128,29.503,12.737
video_6.mp4,129,30.445,8.755
video_6.mp4,130,31.278,8.99
video_6.mp4,131,34.248,9.71
video_6.mp4,132,32.842,11.833
video_6.mp4,133,31.84,9.233
video_6.mp4,134,30.941,9.034
video_6.mp4,135,31.355,9.092
video_6.mp4,136,31.758,12.132
video_6.mp4,137,30.773,9.659
video_6.mp4,138,31.415,9.591
video_6.mp4,139,31.665,9.502
video_6.mp4,140,30.23,11.759
video_6.mp4,141,30.708,8.462
video_6.mp4,142,30.988,8.232
video_6.mp4,143,30.435,7.991
video_6.mp4,144,30.628,10.037
video_6.mp4,145,30.85,7.562
video_6.mp4,146,29.896,7.566
video_6.mp4,147,29.824,7.668
video_6.mp4,148,30.429,7.757
video_6.mp4,149,30.01,10.156
video_6.mp4,150,29.118,7.478
video_6.mp4,151,29.044,7.341
video_6.mp4,152,29.406,7.452
video_6.mp4,153,29.25,9.659
video_6.mp4,154,28.908,7.331
video_6.mp4,155,29.4,7.405
video_6.mp4,156,30.166,7.615
video_6.mp4,157,29.387,10.196
video_6.mp4,158,29.756,7.381
video_6.mp4,159,30.195,7.227
video_6.mp4,160,29.659,7.071
video_6.mp4,161,30.112,9.638
video_6.mp4,162,30.08,7.202
video_6.mp4,163,29.534,7.298
video_6.mp4,164,29.838,7.303
video_6.mp4,165,29.24,9.05
video_6.mp4,166,29.757,7.042
video_6.mp4,167,29.068,7.141
video_6.mp4,168,29.599,7.142
video_6.mp4,169,29.39,10.087
video_6.mp4,170,28.344,7.963
video_6.mp4,171,28.572,7.865
video_6.mp4,172,28.982,7.793
video_6.mp4,173,28.31,7.731
video_6.mp4,174,29.129,9.706
video_6.mp4,175,28.79,7.416
video_6.mp4,176,29.067,7.027
video_6.mp4,177,28.611,7.032
video_6.mp4,178,28.25,8.824
video_6.mp4,179,28.726,6.626
video_6.mp4,180,28.315,6.726
video_6.mp4,181,28.606,6.493
video_6.mp4,182,28.693,8.62
video_6.mp4,183,28.097,6.557
video_6.mp4,184,28.416,6.467
video_6.mp4,185,28.412,6.7
video_6.mp4,186,28.907,9.345
video_6.mp4,187,29.369,7.102
video_6.mp4,188,28.936,7.094
video_6.mp4,189,28.724,7.073
video_6.mp4,190,29.436,9.445
video_6.mp4,191,28.668,7.332
video_6.mp4,192,29.045,7.323
video_6.mp4,193,28.463,7.267
video_6.mp4,194,29.173,9.336
video_6.mp4,195,28.727,6.855
video_6.mp4,196,29.068,6.67
video_6.mp4,197,28.687,6.849
video_6.mp4,198,28.823,6.817
video_6.mp4,199,29.335,9.272
video_6.mp4,200,28.974,7.079
video_6.mp4,201,29.202,7.06
video_6.mp4,202,29.439,7.007
video_6.mp4,203,29.316,9.293
video_6.mp4,204,29.537,7.128
video_6.mp4,205,29.027,7.194
video_6.mp4,206,29.205,7.01
video_6.mp4,207,29.09,10.206
video_6.mp4,208,29.448,7.283
video_6.mp4,209,29.144,7.221
video_6.mp4,210,29.447,7.14
video_6.mp4,211,29.619,9.101
video_6.mp4,212,29.848,7.001
video_6.mp4,213,30.173,7.032
video_6.mp4,214,30.511,7.05
video_6.mp4,215,30.291,9.495
video_6.mp4,216,29.761,7.593
video_6.mp4,217,30.021,7.464
video_6.mp4,218,29.653,7.558
video_6.mp4,219,29.93,9.711
video_6.mp4,220,30.139,7.809
video_6.mp4,221,29.774,8.05
video_6.mp4,222,29.677,8.172
video_6.mp4,223,30.165,8.397
video_6.mp4,224,29.829,10.64
