input_file,n,si,ti
video_9.mp4,1,0.015,
video_9.mp4,2,0.016,0.002
video_9.mp4,3,0.016,0.0
video_9.mp4,4,0.016,0.0
video_9.mp4,5,0.016,0.0
video_9.mp4,6,0.016,0.0
video_9.mp4,7,0.016,0.0
video_9.mp4,8,0.016,0.0
video_9.mp4,9,0.016,0.0
video_9.mp4,10,0.016,0.0
video_9.mp4,11,0.016,0.0
video_9.mp4,12,0.016,0.0
video_9.mp4,13,0.016,0.0
video_9.mp4,14,0.016,0.0
video_9.mp4,15,0.016,0.0
video_9.mp4,16,0.016,0.0
video_9.mp4,17,0.016,0.0
video_9.mp4,18,0.016,0.0
video_9.mp4,19,0.016,0.0
video_9.mp4,20,0.016,0.0
video_9.mp4,21,0.016,0.0
video_9.mp4,22,0.016,0.0
video_9.mp4,23,0.016,0.0
video_9.mp4,24,0.016,0.0
video_9.mp4,25,0.016,0.0
video_9.mp4,26,0.016,0.0
video_9.mp4,27,0.016,0.0
video_9.mp4,28,1.08,3.518
video_9.mp4,29,1.68,1.817
video_9.mp4,30,2.238,1.669
video_9.mp4,31,3.038,2.934
video_9.mp4,32,3.433,1.474
video_9.mp4,33,3.841,1.42
video_9.mp4,34,4.906,2.405
video_9.mp4,35,5.028,1.366
video_9.mp4,36,5.508,1.417
video_9.mp4,37,6.435,2.069
video_9.mp4,38,7.009,1.329
video_9.mp4,39,7.533,1.319
video_9.mp4,40,8.217,2.164
video_9.mp4,41,8.407,1.465
video_9.mp4,42,8.777,1.517
video_9.mp4,43,9.74,2.206
video_9.mp4,44,10.105,1.551
video_9.mp4,45,11.083,2.419
video_9.mp4,46,11.658,1.808
video_9.mp4,47,12.143,1.82
video_9.mp4,48,13.341,2.648
video_9.mp4,49,13.866,1.932
video_9.mp4,50,14.328,2.07
video_9.mp4,51,14.53,2.994
video_9.mp4,52,14.627,2.243
video_9.mp4,53,14.667,2.187
video_9.mp4,54,15.059,2.987
video_9.mp4,55,15.282,2.137
video_9.mp4,56,15.668,2.149
video_9.mp4,57,16.725,3.227
video_9.mp4,58,17.117,2.426
video_9.mp4,59,17.438,2.483
video_9.mp4,60,18.171,3.5
video_9.mp4,61,18.485,2.501
video_9.mp4,62,18.769,2.67
video_9.mp4,63,18.934,3.804
video_9.mp4,64,19.045,2.726
video_9.mp4,65,19.081,2.634
video_9.mp4,66,19.654,3.835
video_9.mp4,67,19.708,2.865
video_9.mp4,68,19.833,3.892
video_9.mp4,69,19.83,2.757
video_9.mp4,70,19.896,2.738
video_9.mp4,71,21.515,4.394
video_9.mp4,72,21.272,3.32
video_9.mp4,73,21.09,3.184
video_9.mp4,74,20.388,4.211
video_9.mp4,75,20.177,2.877
video_9.mp4,76,20.037,2.8
video_9.mp4,77,20.276,3.988
video_9.mp4,78,20.256,2.861
video_9.mp4,79,19.995,2.77
video_9.mp4,80,19.856,3.861
video_9.mp4,81,19.793,2.655
video_9.mp4,82,19.824,2.582
video_9.mp4,83,19.93,3.877
video_9.mp4,84,19.768,2.747
video_9.mp4,85,19.589,2.659
video_9.mp4,86,19.585,3.781
video_9.mp4,87,19.564,2.59
video_9.mp4,88,19.592,2.541
video_9.mp4,89,19.965,3.838
video_9.mp4,90,19.973,2.796
video_9.mp4,91,20.064,3.876
video_9.mp4,92,20.137,2.738
video_9.mp4,93,20.268,2.729
video_9.mp4,94,20.459,4.04
video_9.mp4,95,20.295,2.884
video_9.mp4,96,20.05,2.849
video_9.mp4,97,19.799,3.967
video_9.mp4,98,19.655,2.769
video_9.mp4,99,19.637,2.679
video_9.mp4,100,19.891,3.911
video_9.mp4,101,19.814,2.792
video_9.mp4,102,19.786,2.672
video_9.mp4,103,20.034,3.882
video_9.mp4,104,20.091,2.868
video_9.mp4,105,20.326,2.756
video_9.mp4,106,20.178,4.092
video_9.mp4,107,19.89,2.865
video_9.mp4,108,19.759,2.732
video_9.mp4,109,19.621,3.819
video_9.mp4,110,19.582,2.639
video_9.mp4,111,19.836,2.715
video_9.mp4,112,19.946,3.924
video_9.mp4,113,19.904,2.802
video_9.mp4,114,20.118,3.915
video_9.mp4,115,20.155,2.826
video_9.mp4,116,20.498,2.871
video_9.mp4,117,20.307,4.139
video_9.mp4,118,20.057,2.916
video_9.mp4,119,19.878,2.803
video_9.mp4,120,19.683,3.951
video_9.mp4,121,19.614,2.638
video_9.mp4,122,19.87,2.767
video_9.mp4,123,19.888,3.871
video_9.mp4,124,19.872,2.79
video_9.mp4,125,19.942,2.834
video_9.mp4,126,20.157,3.889
video_9.mp4,127,20.436,2.897
video_9.mp4,128,20.579,3.036
video_9.mp4,129,20.079,4.073
video_9.mp4,130,19.924,2.768
video_9.mp4,131,19.711,2.684
video_9.mp4,132,19.572,3.829
video_9.mp4,133,19.809,2.699
video_9.mp4,134,19.791,2.778
video_9.mp4,135,19.753,3.915
video_9.mp4,136,19.722,2.71
video_9.mp4,137,19.905,3.84
video_9.mp4,138,20.159,2.819
video_9.mp4,139,20.095,2.765
video_9.mp4,140,19.854,3.987
video_9.mp4,141,19.699,2.769
video_9.mp4,142,19.591,2.614
video_9.mp4,143,19.49,3.786
video_9.mp4,144,19.557,2.735
video_9.mp4,145,19.6,2.775
video_9.mp4,146,19.597,3.859
