input_file,n,si,ti
video_5.mp4,1,29.886,
video_5.mp4,2,29.761,0.674
video_5.mp4,3,30.068,0.971
video_5.mp4,4,30.215,0.496
video_5.mp4,5,30.221,0.374
video_5.mp4,6,30.219,0.221
video_5.mp4,7,30.229,0.209
video_5.mp4,8,30.321,0.38
video_5.mp4,9,30.244,0.764
video_5.mp4,10,30.287,0.643
video_5.mp4,11,30.249,0.37
video_5.mp4,12,30.179,0.44
video_5.mp4,13,30.132,0.733
video_5.mp4,14,30.15,0.846
video_5.mp4,15,30.172,0.716
video_5.mp4,16,30.121,0.879
video_5.mp4,17,30.118,0.684
video_5.mp4,18,30.166,0.675
video_5.mp4,19,30.177,0.39
video_5.mp4,20,30.198,0.636
video_5.mp4,21,30.231,0.803
video_5.mp4,22,30.205,0.359
video_5.mp4,23,30.193,0.35
video_5.mp4,24,30.204,0.167
video_5.mp4,25,30.194,0.28
video_5.mp4,26,30.203,0.445
video_5.mp4,27,30.249,0.752
video_5.mp4,28,30.16,0.662
video_5.mp4,29,30.15,0.663
video_5.mp4,30,30.162,0.441
video_5.mp4,31,30.179,0.547
video_5.mp4,32,30.211,0.697
video_5.mp4,33,30.241,0.493
video_5.mp4,34,30.237,0.539
video_5.mp4,35,30.217,0.332
video_5.mp4,36,30.219,0.345
video_5.mp4,37,30.234,0.407
video_5.mp4,38,30.25,0.644
video_5.mp4,39,30.258,0.807
video_5.mp4,40,30.217,0.343
video_5.mp4,41,30.235,0.322
video_5.mp4,42,30.187,0.401
video_5.mp4,43,30.218,0.785
video_5.mp4,44,30.312,1.041
video_5.mp4,45,30.404,1.226
video_5.mp4,46,30.445,1.107
video_5.mp4,47,30.551,0.982
video_5.mp4,48,30.543,0.28
video_5.mp4,49,30.551,0.389
video_5.mp4,50,30.562,0.494
video_5.mp4,51,30.6,0.77
video_5.mp4,52,30.572,0.504
video_5.mp4,53,30.566,0.302
video_5.mp4,54,30.395,0.829
video_5.mp4,55,30.492,1.155
video_5.mp4,56,30.661,1.522
video_5.mp4,57,30.66,1.712
video_5.mp4,58,30.785,1.163
video_5.mp4,59,30.864,0.682
video_5.mp4,60,30.866,0.192
video_5.mp4,61,30.899,0.343
video_5.mp4,62,30.888,0.739
video_5.mp4,63,30.906,0.759
video_5.mp4,64,30.874,0.412
video_5.mp4,65,30.864,0.168
video_5.mp4,66,30.55,0.943
video_5.mp4,67,30.54,1.256
video_5.mp4,68,30.658,1.579
video_5.mp4,69,30.586,1.457
video_5.mp4,70,30.661,1.075
video_5.mp4,71,30.727,0.669
video_5.mp4,72,30.957,0.78
video_5.mp4,73,30.954,0.493
video_5.mp4,74,30.976,0.671
video_5.mp4,75,30.685,1.258
video_5.mp4,76,30.551,1.236
