input_file,n,si,ti
video_2.mp4,176,23.94,5.206
video_2.mp4,177,23.801,5.218
video_2.mp4,178,23.803,0.097
video_2.mp4,179,23.94,5.501
video_2.mp4,180,23.943,0.093
video_2.mp4,181,23.675,5.606
video_2.mp4,182,23.676,0.101
video_2.mp4,183,23.714,5.435
video_2.mp4,184,23.716,0.103
video_2.mp4,185,23.615,5.353
video_2.mp4,186,23.62,0.114
video_2.mp4,187,23.882,5.574
video_2.mp4,188,23.347,5.9
video_2.mp4,189,23.35,0.1
video_2.mp4,190,23.611,5.629
video_2.mp4,191,23.615,0.1
video_2.mp4,192,23.354,5.403
video_2.mp4,193,23.355,0.101
video_2.mp4,194,23.518,5.475
video_2.mp4,195,23.518,0.089
video_2.mp4,196,23.287,5.17
video_2.mp4,197,23.293,0.119
video_2.mp4,198,23.262,5.176
video_2.mp4,199,23.079,5.067
video_2.mp4,200,23.08,0.1
video_2.mp4,201,23.437,5.084
video_2.mp4,202,23.437,0.036
video_2.mp4,203,22.994,5.106
video_2.mp4,204,22.997,0.08
video_2.mp4,205,23.204,5.148
video_2.mp4,206,23.206,0.081
video_2.mp4,207,22.969,5.631
video_2.mp4,208,22.974,0.111
video_2.mp4,209,23.219,5.59
video_2.mp4,210,22.784,5.328
video_2.mp4,211,22.787,0.101
video_2.mp4,212,22.904,5.715
video_2.mp4,213,22.908,0.095
video_2.mp4,214,22.534,5.774
video_2.mp4,215,22.536,0.091
video_2.mp4,216,22.742,5.681
video_2.mp4,217,22.745,0.098
video_2.mp4,218,22.5,5.334
video_2.mp4,219,22.506,0.115
video_2.mp4,220,22.768,5.055
video_2.mp4,221,22.6,5.21
video_2.mp4,222,22.603,0.095
video_2.mp4,223,22.764,5.273
video_2.mp4,224,22.766,0.093
video_2.mp4,225,22.46,5.403
video_2.mp4,226,22.461,0.091
video_2.mp4,227,22.553,5.601
video_2.mp4,228,22.555,0.092
video_2.mp4,229,22.204,5.697
video_2.mp4,230,22.206,0.11
video_2.mp4,231,22.581,5.993
video_2.mp4,232,22.205,5.748
video_2.mp4,233,22.206,0.097
video_2.mp4,234,22.378,5.465
video_2.mp4,235,22.379,0.097
video_2.mp4,236,22.073,5.819
video_2.mp4,237,22.077,0.095
video_2.mp4,238,22.308,5.757
video_2.mp4,239,22.31,0.098
video_2.mp4,240,21.908,5.625
video_2.mp4,241,21.912,0.117
video_2.mp4,242,22.262,5.329
video_2.mp4,243,22.071,5.117
video_2.mp4,244,22.073,0.092
video_2.mp4,245,22.458,5.058
video_2.mp4,246,22.46,0.09
video_2.mp4,247,22.136,5.232
video_2.mp4,248,22.139,0.093
video_2.mp4,249,22.162,5.514
video_2.mp4,250,22.164,0.089
video_2.mp4,251,22.132,5.653
video_2.mp4,252,22.132,0.036
video_2.mp4,253,22.351,5.727
video_2.mp4,254,22.024,5.677
video_2.mp4,255,22.025,0.085
video_2.mp4,256,21.965,5.763
video_2.mp4,257,21.966,0.08
video_2.mp4,258,21.635,5.449
video_2.mp4,259,21.635,0.052
video_2.mp4,260,21.922,5.84
video_2.mp4,261,21.924,0.088
video_2.mp4,262,21.384,6.331
video_2.mp4,263,21.382,0.108
video_2.mp4,264,21.661,5.927
video_2.mp4,265,21.439,5.691
video_2.mp4,266,21.441,0.094
video_2.mp4,267,21.761,6.025
video_2.mp4,268,21.762,0.085
video_2.mp4,269,21.118,6.495
video_2.mp4,270,21.12,0.091
video_2.mp4,271,21.037,7.244
video_2.mp4,272,21.038,0.086
video_2.mp4,273,21.059,6.318
video_2.mp4,274,21.062,0.103
video_2.mp4,275,21.265,5.787
video_2.mp4,276,20.835,6.849
video_2.mp4,277,20.837,0.097
video_2.mp4,278,21.22,7.379
video_2.mp4,279,21.224,0.097
video_2.mp4,280,21.176,5.861
video_2.mp4,281,21.18,0.1
video_2.mp4,282,21.533,6.028
video_2.mp4,283,21.537,0.084
video_2.mp4,284,21.018,7.352
video_2.mp4,285,21.019,0.104
video_2.mp4,286,21.408,6.526
video_2.mp4,287,21.177,6.47
video_2.mp4,288,21.18,0.08
video_2.mp4,289,21.414,6.763
video_2.mp4,290,21.415,0.07
video_2.mp4,291,20.856,9.15
video_2.mp4,292,20.744,7.593
video_2.mp4,293,20.844,7.999
video_2.mp4,294,20.271,9.124
video_2.mp4,295,20.033,9.811
video_2.mp4,296,20.217,12.141
video_2.mp4,297,19.703,10.026
video_2.mp4,298,20.203,9.297
video_2.mp4,299,20.013,9.088
video_2.mp4,300,20.363,9.209
video_2.mp4,301,19.75,11.015
video_2.mp4,302,19.824,8.394
video_2.mp4,303,19.318,8.249
video_2.mp4,304,19.463,8.659
video_2.mp4,305,19.508,9.236
video_2.mp4,306,19.698,10.706
video_2.mp4,307,19.413,7.781
video_2.mp4,308,20.084,7.306
video_2.mp4,309,19.593,7.317
video_2.mp4,310,19.895,7.274
video_2.mp4,311,19.839,6.653
video_2.mp4,312,19.843,9.048
video_2.mp4,313,19.613,7.024
video_2.mp4,314,19.739,7.527
video_2.mp4,315,19.792,8.002
video_2.mp4,316,19.92,7.31
video_2.mp4,317,19.837,10.347
video_2.mp4,318,19.532,7.747
video_2.mp4,319,19.364,7.681
video_2.mp4,320,19.568,7.634
video_2.mp4,321,19.226,7.326
video_2.mp4,322,19.255,9.692
video_2.mp4,323,19.43,7.848
video_2.mp4,324,18.893,9.18
video_2.mp4,325,19.137,11.284
video_2.mp4,326,18.79,10.78
video_2.mp4,327,18.234,12.391
video_2.mp4,328,18.608,8.828
video_2.mp4,329,18.28,8.677
video_2.mp4,330,18.617,8.673
video_2.mp4,331,18.073,9.342
video_2.mp4,332,18.091,13.116
video_2.mp4,333,18.404,7.933
video_2.mp4,334,18.041,7.811
video_2.mp4,335,18.107,8.174
video_2.mp4,336,17.958,7.696
video_2.mp4,337,18.094,9.946
video_2.mp4,338,18.053,7.548
video_2.mp4,339,18.042,7.97
video_2.mp4,340,17.835,8.266
video_2.mp4,341,17.531,7.794
video_2.mp4,342,17.502,9.276
video_2.mp4,343,17.678,6.565
video_2.mp4,344,17.962,6.864
video_2.mp4,345,17.628,7.129
video_2.mp4,346,17.641,6.665
video_2.mp4,347,17.864,8.549
video_2.mp4,348,17.594,6.64
video_2.mp4,349,17.755,6.633
video_2.mp4,350,18.085,6.744
video_2.mp4,351,18.798,6.618
video_2.mp4,352,18.54,6.59
video_2.mp4,353,18.714,9.855
video_2.mp4,354,18.939,8.148
video_2.mp4,355,18.558,8.625
video_2.mp4,356,18.719,7.629
video_2.mp4,357,18.467,7.402
video_2.mp4,358,18.221,9.734
video_2.mp4,359,18.344,6.539
video_2.mp4,360,18.369,6.404
video_2.mp4,361,18.643,6.495
video_2.mp4,362,18.186,6.459
video_2.mp4,363,18.618,9.049
video_2.mp4,364,18.277,7.083
video_2.mp4,365,18.747,7.135
video_2.mp4,366,18.683,6.634
video_2.mp4,367,19.412,6.399
video_2.mp4,368,19.879,9.309
video_2.mp4,369,19.988,7.003
video_2.mp4,370,19.968,6.945
video_2.mp4,371,20.134,7.297
video_2.mp4,372,19.946,8.911
video_2.mp4,373,19.943,13.359
video_2.mp4,374,19.745,9.068
video_2.mp4,375,19.427,8.045
video_2.mp4,376,19.308,7.553
video_2.mp4,377,19.073,7.386
video_2.mp4,378,19.231,10.169
video_2.mp4,379,19.242,7.344
video_2.mp4,380,19.189,7.402
video_2.mp4,381,19.29,6.645
video_2.mp4,382,19.084,6.093
video_2.mp4,383,19.014,12.211
video_2.mp4,384,18.546,6.313
video_2.mp4,385,18.695,6.196
video_2.mp4,386,18.585,6.047
video_2.mp4,387,18.948,5.939
video_2.mp4,388,18.876,6.14
video_2.mp4,389,19.067,7.676
video_2.mp4,390,19.109,5.633
video_2.mp4,391,18.942,5.481
video_2.mp4,392,18.929,5.32
video_2.mp4,393,18.923,5.255
video_2.mp4,394,18.63,7.741
video_2.mp4,395,18.474,6.16
video_2.mp4,396,18.52,6.106
video_2.mp4,397,18.375,6.105
video_2.mp4,398,18.519,6.277
video_2.mp4,399,18.504,7.802
video_2.mp4,400,18.328,5.469
video_2.mp4,401,18.308,5.205
video_2.mp4,402,18.046,5.183
video_2.mp4,403,18.258,5.304
video_2.mp4,404,18.052,7.477
video_2.mp4,405,17.813,5.97
video_2.mp4,406,17.968,5.666
video_2.mp4,407,17.796,5.473
video_2.mp4,408,17.766,5.633
video_2.mp4,409,17.912,7.044
video_2.mp4,410,17.797,4.853
video_2.mp4,411,17.862,4.553
video_2.mp4,412,17.699,4.598
video_2.mp4,413,17.918,4.903
video_2.mp4,414,17.812,7.084
video_2.mp4,415,17.678,5.586
video_2.mp4,416,17.765,5.309
video_2.mp4,417,17.488,5.084
video_2.mp4,418,17.428,5.247
video_2.mp4,419,17.367,6.482
video_2.mp4,420,17.242,4.612
video_2.mp4,421,17.298,4.372
video_2.mp4,422,17.204,4.239
video_2.mp4,423,17.303,4.514
video_2.mp4,424,17.056,4.709
video_2.mp4,425,17.021,6.886
video_2.mp4,426,17.22,5.042
video_2.mp4,427,17.133,4.848
video_2.mp4,428,17.137,5.099
video_2.mp4,429,16.996,4.858
video_2.mp4,430,17.04,6.431
video_2.mp4,431,17.13,4.564
video_2.mp4,432,17.091,4.176
video_2.mp4,433,17.061,4.267
video_2.mp4,434,16.908,4.316
video_2.mp4,435,16.628,6.654
video_2.mp4,436,16.923,4.784
video_2.mp4,437,16.824,4.748
video_2.mp4,438,16.723,4.972
video_2.mp4,439,16.781,5.01
video_2.mp4,440,16.762,6.655
video_2.mp4,441,16.963,4.457
video_2.mp4,442,17.128,4.435
video_2.mp4,443,17.47,4.536
video_2.mp4,444,17.417,4.603
video_2.mp4,445,17.544,6.861
video_2.mp4,446,17.666,4.815
video_2.mp4,447,17.603,4.877
video_2.mp4,448,17.429,5.221
video_2.mp4,449,17.232,5.096
video_2.mp4,450,17.253,7.103
video_2.mp4,451,17.512,5.31
video_2.mp4,452,17.446,5.06
video_2.mp4,453,17.75,5.088
video_2.mp4,454,17.569,5.055
video_2.mp4,455,17.667,7.24
video_2.mp4,456,18.047,5.036
video_2.mp4,457,17.995,5.036
video_2.mp4,458,17.867,5.467
video_2.mp4,459,17.7,5.335
video_2.mp4,460,17.748,5.315
video_2.mp4,461,17.649,7.47
video_2.mp4,462,17.979,5.428
video_2.mp4,463,17.928,5.421
video_2.mp4,464,17.946,5.488
video_2.mp4,465,18.206,5.6
video_2.mp4,466,17.949,7.605
video_2.mp4,467,18.235,5.269
video_2.mp4,468,17.879,5.659
video_2.mp4,469,17.902,5.628
video_2.mp4,470,17.784,5.744
video_2.mp4,471,17.707,8.438
video_2.mp4,472,17.821,6.391
video_2.mp4,473,18.215,7.746
video_2.mp4,474,18.324,7.382
video_2.mp4,475,18.328,7.356
video_2.mp4,476,18.746,10.485
video_2.mp4,477,18.815,6.381
video_2.mp4,478,19.064,7.832
video_2.mp4,479,19.061,6.948
video_2.mp4,480,18.817,6.749
video_2.mp4,481,18.719,9.104
video_2.mp4,482,19.067,6.035
video_2.mp4,483,19.08,6.312
video_2.mp4,484,19.661,6.579
video_2.mp4,485,19.173,7.266
video_2.mp4,486,19.612,9.998
video_2.mp4,487,20.11,6.466
video_2.mp4,488,19.776,7.246
video_2.mp4,489,20.058,6.558
video_2.mp4,490,19.846,6.416
video_2.mp4,491,19.376,8.818
video_2.mp4,492,19.504,6.166
video_2.mp4,493,19.671,6.306
video_2.mp4,494,20.14,6.385
video_2.mp4,495,19.757,6.959
video_2.mp4,496,20.067,7.511
video_2.mp4,497,20.667,8.935
video_2.mp4,498,20.123,7.248
video_2.mp4,499,20.403,6.495
video_2.mp4,500,19.981,6.439
video_2.mp4,501,20.552,6.551
video_2.mp4,502,19.795,8.151
video_2.mp4,503,19.903,6.327
video_2.mp4,504,19.731,6.415
video_2.mp4,505,19.916,7.06
video_2.mp4,506,19.888,7.495
video_2.mp4,507,20.415,8.664
video_2.mp4,508,20.912,7.283
video_2.mp4,509,20.792,6.831
video_2.mp4,510,20.772,6.536
video_2.mp4,511,20.44,6.496
video_2.mp4,512,20.404,7.895
video_2.mp4,513,20.594,6.548
video_2.mp4,514,20.49,6.692
video_2.mp4,515,20.793,7.17
video_2.mp4,516,20.408,7.675
video_2.mp4,517,20.405,8.747
video_2.mp4,518,20.645,7.025
video_2.mp4,519,20.411,6.672
video_2.mp4,520,20.716,6.65
video_2.mp4,521,20.602,6.553
video_2.mp4,522,20.698,7.552
video_2.mp4,523,20.704,6.283
video_2.mp4,524,20.671,6.467
video_2.mp4,525,20.826,7.105
video_2.mp4,526,20.591,7.261
video_2.mp4,527,20.441,8.358
video_2.mp4,528,20.919,6.565
video_2.mp4,529,20.634,6.237
video_2.mp4,530,20.235,6.284
video_2.mp4,531,20.207,6.726
video_2.mp4,532,20.242,6.623
video_2.mp4,533,19.517,7.812
video_2.mp4,534,19.514,7.655
video_2.mp4,535,19.853,7.362
video_2.mp4,536,19.084,7.727
video_2.mp4,537,19.122,7.047
video_2.mp4,538,19.191,8.429
video_2.mp4,539,19.083,5.904
video_2.mp4,540,19.24,5.925
video_2.mp4,541,19.115,5.98
video_2.mp4,542,19.822,5.853
video_2.mp4,543,19.009,7.285
video_2.mp4,544,19.755,5.895
video_2.mp4,545,19.236,6.508
video_2.mp4,546,19.245,6.966
video_2.mp4,547,20.19,6.674
video_2.mp4,548,19.809,8.445
video_2.mp4,549,20.711,6.359
video_2.mp4,550,20.28,6.252
video_2.mp4,551,20.654,6.309
video_2.mp4,552,20.537,6.004
video_2.mp4,553,20.375,7.314
video_2.mp4,554,19.583,6.527
video_2.mp4,555,20.138,7.486
video_2.mp4,556,19.387,8.057
video_2.mp4,557,19.823,7.854
video_2.mp4,558,20.593,9.143
video_2.mp4,559,20.035,7.807
video_2.mp4,560,19.896,7.318
video_2.mp4,561,20.853,6.115
video_2.mp4,562,20.166,6.005
video_2.mp4,563,20.257,7.385
video_2.mp4,564,21.254,5.891
video_2.mp4,565,20.603,6.498
video_2.mp4,566,20.412,6.905
video_2.mp4,567,21.068,6.641
video_2.mp4,568,20.446,6.628
video_2.mp4,569,21.565,8.595
video_2.mp4,570,20.896,6.528
video_2.mp4,571,20.786,6.446
video_2.mp4,572,21.479,6.089
video_2.mp4,573,20.739,5.901
video_2.mp4,574,21.798,7.738
video_2.mp4,575,20.75,6.732
video_2.mp4,576,21.324,7.433
video_2.mp4,577,20.65,7.33
video_2.mp4,578,21.401,7.268
video_2.mp4,579,21.201,9.365
video_2.mp4,580,20.808,7.383
video_2.mp4,581,21.844,7.384
video_2.mp4,582,20.877,8.711
video_2.mp4,583,21.021,8.814
video_2.mp4,584,21.507,8.331
video_2.mp4,585,20.562,8.886
video_2.mp4,586,21.188,8.393
video_2.mp4,587,20.851,7.698
video_2.mp4,588,21.384,7.667
video_2.mp4,589,20.25,9.736
video_2.mp4,590,20.182,7.786
video_2.mp4,591,19.202,7.154
video_2.mp4,592,19.426,6.48
video_2.mp4,593,18.667,6.404
video_2.mp4,594,18.361,8.616
video_2.mp4,595,18.087,7.063
video_2.mp4,596,18.661,7.543
video_2.mp4,597,17.986,7.281
video_2.mp4,598,18.413,7.384
video_2.mp4,599,18.619,9.808
video_2.mp4,600,17.995,7.715
video_2.mp4,601,18.367,7.859
video_2.mp4,602,17.95,7.637
video_2.mp4,603,18.035,7.771
video_2.mp4,604,17.409,8.628
video_2.mp4,605,17.421,10.979
video_2.mp4,606,18.364,8.396
video_2.mp4,607,17.77,8.105
video_2.mp4,608,17.926,7.912
video_2.mp4,609,16.97,7.961
video_2.mp4,610,16.692,10.21
video_2.mp4,611,16.897,7.078
video_2.mp4,612,16.48,6.961
video_2.mp4,613,16.957,6.776
video_2.mp4,614,16.239,6.844
video_2.mp4,615,16.359,10.01
video_2.mp4,616,17.251,8.041
video_2.mp4,617,17.309,7.069
video_2.mp4,618,17.623,7.519
video_2.mp4,619,17.358,8.339
video_2.mp4,620,16.856,10.044
video_2.mp4,621,16.784,8.75
video_2.mp4,622,16.721,10.245
video_2.mp4,623,16.824,11.516
video_2.mp4,624,16.569,10.448
video_2.mp4,625,16.554,11.684
video_2.mp4,626,17.092,8.816
video_2.mp4,627,17.071,8.259
video_2.mp4,628,17.962,7.185
video_2.mp4,629,17.289,7.539
video_2.mp4,630,18.248,17.648
video_2.mp4,631,17.263,13.04
video_2.mp4,632,17.739,11.936
video_2.mp4,633,16.888,7.042
video_2.mp4,634,16.53,6.951
video_2.mp4,635,17.166,10.255
video_2.mp4,636,16.839,6.749
video_2.mp4,637,16.986,6.703
video_2.mp4,638,17.064,6.766
video_2.mp4,639,17.539,6.676
video_2.mp4,640,17.303,6.055
video_2.mp4,641,17.355,8.703
video_2.mp4,642,17.813,6.236
video_2.mp4,643,17.665,5.626
video_2.mp4,644,17.929,5.469
video_2.mp4,645,17.463,5.68
video_2.mp4,646,16.987,8.96
video_2.mp4,647,17.458,6.774
video_2.mp4,648,17.28,6.678
video_2.mp4,649,17.399,6.855
video_2.mp4,650,17.296,6.706
video_2.mp4,651,17.577,9.031
video_2.mp4,652,17.548,6.308
video_2.mp4,653,17.93,7.185
video_2.mp4,654,18.063,8.543
video_2.mp4,655,18.591,7.78
video_2.mp4,656,18.893,11.73
video_2.mp4,657,18.942,9.506
video_2.mp4,658,19.734,9.347
video_2.mp4,659,19.68,9.139
video_2.mp4,660,19.954,8.495
video_2.mp4,661,20.039,11.072
video_2.mp4,662,19.735,10.214
video_2.mp4,663,19.654,10.951
video_2.mp4,664,19.577,11.264
video_2.mp4,665,19.851,11.23
video_2.mp4,666,19.546,14.215
video_2.mp4,667,18.569,11.964
video_2.mp4,668,18.68,12.604
video_2.mp4,669,18.644,13.093
video_2.mp4,670,18.94,13.061
video_2.mp4,671,19.776,14.78
video_2.mp4,672,19.763,11.396
video_2.mp4,673,20.134,10.955
video_2.mp4,674,20.174,10.836
video_2.mp4,675,20.712,10.432
video_2.mp4,676,20.502,10.293
video_2.mp4,677,21.15,12.131
video_2.mp4,678,21.437,9.156
video_2.mp4,679,21.09,8.665
video_2.mp4,680,21.062,8.415
video_2.mp4,681,20.835,8.053
video_2.mp4,682,20.808,10.347
video_2.mp4,683,20.973,7.835
video_2.mp4,684,20.716,7.755
video_2.mp4,685,21.306,7.728
video_2.mp4,686,20.627,7.772
video_2.mp4,687,21.228,10.032
video_2.mp4,688,22.038,7.791
video_2.mp4,689,21.55,7.913
video_2.mp4,690,21.397,7.861
video_2.mp4,691,22.016,7.853
video_2.mp4,692,21.798,10.773
video_2.mp4,693,21.749,8.09
video_2.mp4,694,22.206,8.084
video_2.mp4,695,21.595,8.375
video_2.mp4,696,21.561,8.518
video_2.mp4,697,21.387,11.585
video_2.mp4,698,21.959,8.693
video_2.mp4,699,21.35,8.929
video_2.mp4,700,21.951,8.77
video_2.mp4,701,21.191,8.867
video_2.mp4,702,21.838,12.317
video_2.mp4,703,21.461,9.686
video_2.mp4,704,21.955,9.873
video_2.mp4,705,21.548,10.175
video_2.mp4,706,22.192,10.449
video_2.mp4,707,21.843,14.271
video_2.mp4,708,20.817,10.813
video_2.mp4,709,19.97,10.654
video_2.mp4,710,20.3,10.644
video_2.mp4,711,19.077,10.558
video_2.mp4,712,18.587,15.019
video_2.mp4,713,17.955,11.184
video_2.mp4,714,18.269,10.098
video_2.mp4,715,19.392,9.024
video_2.mp4,716,19.217,7.151
video_2.mp4,717,19.295,5.908
video_2.mp4,718,15.976,19.736
video_2.mp4,719,15.029,16.322
video_2.mp4,720,16.643,15.132
video_2.mp4,721,18.377,12.1
video_2.mp4,722,20.284,8.569
video_2.mp4,723,20.271,9.272
video_2.mp4,724,19.758,6.11
video_2.mp4,725,20.77,6.301
video_2.mp4,726,20.213,7.396
video_2.mp4,727,21.043,9.328
video_2.mp4,728,21.326,12.656
video_2.mp4,729,20.606,9.079
video_2.mp4,730,20.455,7.926
video_2.mp4,731,19.5,6.413
video_2.mp4,732,19.874,7.967
video_2.mp4,733,19.3,12.253
video_2.mp4,734,19.174,8.81
video_2.mp4,735,20.225,7.493
video_2.mp4,736,19.552,6.311
video_2.mp4,737,19.776,6.625
video_2.mp4,738,20.383,9.34
video_2.mp4,739,19.364,7.046
video_2.mp4,740,19.928,6.849
video_2.mp4,741,19.425,7.195
video_2.mp4,742,20.533,7.326
video_2.mp4,743,20.39,7.628
video_2.mp4,744,19.623,5.992
video_2.mp4,745,20.477,6.418
video_2.mp4,746,19.73,6.811
video_2.mp4,747,20.1,7.248
video_2.mp4,748,20.58,8.366
video_2.mp4,749,19.704,6.276
video_2.mp4,750,20.06,6.262
video_2.mp4,751,19.26,6.323
video_2.mp4,752,20.098,6.617
video_2.mp4,753,19.314,7.125
video_2.mp4,754,19.035,8.912
video_2.mp4,755,19.642,7.123
video_2.mp4,756,19.233,6.435
video_2.mp4,757,19.333,7.278
video_2.mp4,758,19.251,7.627
video_2.mp4,759,19.169,9.559
video_2.mp4,760,19.742,7.203
video_2.mp4,761,19.968,6.611
video_2.mp4,762,20.394,6.196
video_2.mp4,763,19.86,5.911
video_2.mp4,764,19.517,7.358
video_2.mp4,765,19.997,5.789
video_2.mp4,766,19.368,6.091
video_2.mp4,767,19.869,6.892
video_2.mp4,768,19.818,6.651
video_2.mp4,769,20.895,7.735
video_2.mp4,770,20.788,6.501
video_2.mp4,771,20.569,6.604
video_2.mp4,772,20.53,6.976
video_2.mp4,773,19.919,6.639
video_2.mp4,774,19.422,8.762
video_2.mp4,775,19.539,6.091
video_2.mp4,776,18.969,6.386
