timeStamp,totalThroughput,totalDownloadTime,listQuality,visibleFaces,percentageVisibleFaces,yaw,pitch
2025-04-06 16:28:44,358349,18.375,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],],],0.0000,0.0000
2025-04-06 16:28:45,358349,18.375,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],],],0.0000,0.0000
2025-04-06 16:28:46,656587,10.978260869565217,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points],[0.64;1;0.08;0.2;0.32;0.84;0.12;0.96;0.24;0.16],-0.9963,1.1792
2025-04-06 16:28:47,319221,3,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.56;1;0.08;0.2;0.32;0.88;0.2;1;0.32;0.2;0.04],-0.8966,1.2341
2025-04-06 16:28:48,319221,3,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_16_points;ent_video_18_points;ent_video_21_points],[0.96;1;0.16;0.2;0.56;0.72;0.72;0.12;0.32],-1.3642,1.1553
2025-04-06 16:28:49,20984,4,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_21_points],[0.84;1;0.12;0.2;0.52;0.84;0.08;0.92;0.12;0.16;0.12],-1.1731,1.2345
2025-04-06 16:28:50,20984,4,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_21_points],[0.76;1;0.12;0.2;0.36;0.76;0.04;0.92;0.12;0.16;0.04],-1.1060,1.0413
2025-04-06 16:28:51,2168787,49.54545454545455,[1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_21_points],[0.84;1;0.12;0.2;0.4;0.72;0.88;0.08;0.16;0.08],-1.1926,1.0299
2025-04-06 16:28:52,7214677,115.94736842105263,[1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_21_points],[0.8;1;0.12;0.2;0.44;0.84;0.08;0.92;0.12;0.16;0.08],-1.1535,1.1880
2025-04-06 16:28:53,7214677,115.94736842105263,[1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_21_points],[0.8;1;0.12;0.2;0.44;0.84;0.08;0.92;0.12;0.16;0.08],-1.1516,1.1963
2025-04-06 16:28:54,3850505,217.5,[1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_21_points],[0.84;1;0.12;0.2;0.56;0.88;0.08;0.88;0.12;0.12;0.16],-1.2054,1.3270
2025-04-06 16:28:55,3850505,217.5,[1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_21_points],[0.84;1;0.12;0.2;0.48;0.84;0.08;0.92;0.12;0.16;0.12],-1.1635,1.2154
2025-04-06 16:28:56,3850505,217.5,[1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_21_points],[0.84;1;0.12;0.2;0.48;0.84;0.08;0.92;0.12;0.16;0.12],-1.1673,1.1937
2025-04-06 16:28:57,2697957,133,[1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;0;0;1;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_21_points],[0.84;1;0.12;0.2;0.48;0.84;0.08;0.92;0.12;0.16;0.12],-1.1640,1.1973
