timeStamp,totalThroughput,totalDownloadTime,listQuality,visibleFaces,percentageVisibleFaces,yaw,pitch
2025-04-03 11:00:41,380741,7.375,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],],],0.0000,0.0000
2025-04-03 11:00:42,380741,7.375,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],],],0.0000,0.0000
2025-04-03 11:00:43,718445,8.085106382978724,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_9_points;ent_video_10_points;ent_video_16_points;ent_video_20_points;ent_video_21_points;ent_video_23_points],[1;0.68;0.2;0.08;0.84;0.12;0.4;0.04;0.24;0.96;0.16],-2.1072,1.1774
2025-04-03 11:00:44,348117,8.583333333333334,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_8_points;ent_video_9_points;ent_video_10_points;ent_video_16_points;ent_video_20_points;ent_video_21_points],[0.8;0.6;0.92;0.2;0.52;0.04;0.24;0.8],-2.1125,1.4225
2025-04-03 11:00:45,348117,8.583333333333334,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_8_points;ent_video_9_points;ent_video_10_points;ent_video_16_points;ent_video_20_points;ent_video_21_points],[0.8;0.68;0.96;0.24;0.56;0.12;0.2;0.76],-2.0671,1.5221
2025-04-03 11:00:46,10413,3,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_9_points;ent_video_10_points;ent_video_16_points;ent_video_20_points;ent_video_21_points;ent_video_23_points],[1;0.88;0.2;0.12;0.88;0.08;0.6;0.2;0.08;0.84;0.12],-1.8720,1.3808
2025-04-03 11:00:47,10413,3,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_21_points],[0.84;1;0.12;0.2;0.44;0.76;0.04;0.92;0.12;0.16;0.08],-1.1824,1.0493
2025-04-03 11:00:48,7203827,4.088235294117647,[1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_6_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_21_points],[0.76;1;0.12;0.2;0.4;0.84;0.08;0.96;0.2;0.16;0.04],-1.0795,1.1251
2025-04-03 11:00:49,8104965,3.8947368421052633,[1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0],[ent_video_4_points;ent_video_5_points;ent_video_7_points;ent_video_8_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.16;0.96;0.2;0.04;0.76;0.32;1;0.72;0.28;0.12],-0.5052,0.9904
2025-04-03 11:00:50,8104965,3.8947368421052633,[1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0],[ent_video_0_points;ent_video_2_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.32;0.08;0.56;0.2;0.4;0.36;1;1;0.4;0.4],-0.1168,0.6066
2025-04-03 11:00:51,901139,2.25,[1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0],[ent_video_0_points;ent_video_5_points;ent_video_7_points;ent_video_10_points;ent_video_11_points;ent_video_16_points;ent_video_17_points;ent_video_18_points;ent_video_19_points],[0.12;0.72;0.24;0.52;0.28;1;0.92;0.4;0.32],-0.3010,0.6652
